date,provname,provabb,provcode,item,itemid,transformation,transformationid,val
2014,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.51482347976824
2014,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,91.3868613138686
2014,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.51510171882596
2014,Alberta,AB,48,Employment,5,linear,1,2236800
2014,Alberta,AB,48,Employment,5,log,2,14.6205568310216
2014,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,101005.237095188
2014,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.5229276469067
2014,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,184401.750023824
2014,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,12.1248720804274
2014,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,92305.5159439237
2014,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.4328591797446
2014,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,412469.83445329
2014,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.9299183534848
2015,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,324167.514923528
2015,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.6890156825339
2015,Alberta,AB,48,Population,2,linear,1,4144491
2015,Alberta,AB,48,Population,2,log,2,15.2372905404587
2015,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,92.3980649619903
2015,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.52610603645855
2015,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,92.4087591240876
2015,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.52622176987004
2015,Alberta,AB,48,Employment,5,linear,1,2246400
2015,Alberta,AB,48,Employment,5,log,2,14.6248394928136
2015,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,84641.8510179336
2015,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.3461841161575
2015,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,156159.806698347
2015,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.9586351638026
2015,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,78216.4842253314
2015,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.2672357000395
2015,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,350797.389767167
2015,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.7679640986519
2016,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,304401.902636139
2016,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.6261041553974
2016,Alberta,AB,48,Population,2,linear,1,4196061
2016,Alberta,AB,48,Population,2,log,2,15.2496567860476
2016,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,93.4346924671735
2016,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.53726271595952
2016,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,93.7226277372263
2016,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.54033965141583
2016,Alberta,AB,48,Employment,5,linear,1,2195700
2016,Alberta,AB,48,Employment,5,log,2,14.6020114602574
2016,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,77403.5916220092
2016,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.2567884618863
2016,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,147921.023848905
2016,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.9044337876765
2016,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,72544.6800311386
2016,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.1919579273141
2016,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,324790.19206504
2016,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.6909346899696
2017,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,332371.518860955
2017,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.7140086549619
2017,Alberta,AB,48,Population,2,linear,1,4241100
2017,Alberta,AB,48,Population,2,log,2,15.2603332275232
2017,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,94.8859709744299
2017,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.55267586512458
2017,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,95.1824817518248
2017,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.55579590965252
2017,Alberta,AB,48,Employment,5,linear,1,2220800
2017,Alberta,AB,48,Employment,5,log,2,14.6133780492946
2017,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,82335.7156660487
2017,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.3185602617386
2017,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,157237.933947802
2017,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.9655154399672
2017,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,78369.1775390711
2017,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.269185985403
2017,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,349194.003711279
2017,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.7633829312975
2018,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,346286.391221997
2018,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.7550214319631
2018,Alberta,AB,48,Population,2,linear,1,4298275
2018,Alberta,AB,48,Population,2,log,2,15.2737243373858
2018,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,97.1665514858328
2018,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.57642653172722
2018,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,97.3722627737226
2018,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.57854139364149
2018,Alberta,AB,48,Employment,5,linear,1,2263600
2018,Alberta,AB,48,Employment,5,log,2,14.6324670242505
2018,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,82738.1801431909
2018,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.3234364448882
2018,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,157108.787442558
2018,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.9646937580235
2018,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,80564.0381832239
2018,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.2968076525416
2018,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,355631.451254974
2018,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.7816502243097
2019,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,351889.175113966
2019,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.7710715615804
2019,Alberta,AB,48,Population,2,linear,1,4362576
2019,Alberta,AB,48,Population,2,log,2,15.2885732665445
2019,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,98.8942639944713
2019,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.59405123891306
2019,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,99.2700729927007
2019,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.59784414589602
2019,Alberta,AB,48,Employment,5,linear,1,2279300
2019,Alberta,AB,48,Employment,5,log,2,14.6393789362472
2019,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,81253.9645198653
2019,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.3053348930922
2019,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,155519.938366698
2019,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.9545292233895
2019,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,80660.8698883334
2019,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.2980088530002
2019,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,354476.595519216
2019,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.7783976016725
2020,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,296385.582720642
2020,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.5994165299277
2020,Alberta,AB,48,Population,2,linear,1,4416682
2020,Alberta,AB,48,Population,2,log,2,15.3008992934205
2020,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,100
2020,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.60517018598809
2020,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,100
2020,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.60517018598809
2020,Alberta,AB,48,Employment,5,linear,1,2129800
2020,Alberta,AB,48,Employment,5,log,2,14.5715386365634
2020,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,67105.9367010444
2020,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.1140277944715
2020,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,139161.227683652
2020,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.8433884513285
2020,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,67105.9367010444
2020,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.1140277944715
2020,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,296385.582720642
2020,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.5994165299277
2021,Alberta,AB,48,Nominal GDP (Millions),1,linear,1,372141.169216187
2021,Alberta,AB,48,Nominal GDP (Millions),1,log,2,12.8270285484085
2021,Alberta,AB,48,Population,2,linear,1,4443773
2021,Alberta,AB,48,Population,2,log,2,15.307014348329
2021,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1,103.178991015895
2021,Alberta,AB,48,Provincial CPI (2020=100),3,log,2,4.6364652568958
2021,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1,103.357664233577
2021,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2,4.63819544141959
2021,Alberta,AB,48,Employment,5,linear,1,2239200
2021,Alberta,AB,48,Employment,5,log,2,14.6216292171834
2021,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1,81023.9041120833
2021,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2,11.3024995026123
2021,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1,160794.854165713
2021,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2,11.9878846337579
2021,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1,83744.4147611021
2021,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2,11.3355247580438
2021,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1,360051.837447865
2021,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2,12.794003292977
2022,Alberta,AB,48,Nominal GDP (Millions),1,linear,1, 
2022,Alberta,AB,48,Nominal GDP (Millions),1,log,2, 
2022,Alberta,AB,48,Population,2,linear,1,4543111
2022,Alberta,AB,48,Population,2,log,2,15.329122577637
2022,Alberta,AB,48,Provincial CPI (2020=100),3,linear,1, 
2022,Alberta,AB,48,Provincial CPI (2020=100),3,log,2, 
2022,Alberta,AB,48,Canada-Wide CPI (2020=100),4,linear,1, 
2022,Alberta,AB,48,Canada-Wide CPI (2020=100),4,log,2, 
2022,Alberta,AB,48,Employment,5,linear,1, 
2022,Alberta,AB,48,Employment,5,log,2, 
2022,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,linear,1, 
2022,Alberta,AB,48,Real GDP Per Capita ($ 2020),6,log,2, 
2022,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,linear,1, 
2022,Alberta,AB,48,Real GDP Per Worker ($ 2020),7,log,2, 
2022,Alberta,AB,48,Nominal GDP Per Capita ($),8,linear,1, 
2022,Alberta,AB,48,Nominal GDP Per Capita ($),8,log,2, 
2022,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,linear,1, 
2022,Alberta,AB,48,"Real GDP (Millions, $ 2020)",9,log,2, 
1867,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1867,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1867,British Columbia,BC,59,Population,2,linear,1,32000
1867,British Columbia,BC,59,Population,2,log,2,10.3734911817819
1867,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1867,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1867,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.5240023179871
1867,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.25959736584531
1867,British Columbia,BC,59,Employment,5,linear,1, 
1867,British Columbia,BC,59,Employment,5,log,2, 
1867,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1867,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1867,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1867,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1867,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1867,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1867,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1867,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1868,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1868,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1868,British Columbia,BC,59,Population,2,linear,1,33000
1868,British Columbia,BC,59,Population,2,log,2,10.4042628404486
1868,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1868,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1868,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.5240023179871
1868,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.25959736584531
1868,British Columbia,BC,59,Employment,5,linear,1, 
1868,British Columbia,BC,59,Employment,5,log,2, 
1868,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1868,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1868,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1868,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1868,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1868,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1868,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1868,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1869,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1869,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1869,British Columbia,BC,59,Population,2,linear,1,34000
1869,British Columbia,BC,59,Population,2,log,2,10.4341158035983
1869,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1869,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1869,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.5240023179871
1869,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.25959736584531
1869,British Columbia,BC,59,Employment,5,linear,1, 
1869,British Columbia,BC,59,Employment,5,log,2, 
1869,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1869,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1869,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1869,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1869,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1869,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1869,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1869,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1870,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1870,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1870,British Columbia,BC,59,Population,2,linear,1,36000
1870,British Columbia,BC,59,Population,2,log,2,10.4912742174382
1870,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1870,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1870,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.5240023179871
1870,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.25959736584531
1870,British Columbia,BC,59,Employment,5,linear,1, 
1870,British Columbia,BC,59,Employment,5,log,2, 
1870,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1870,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1870,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1870,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1870,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1870,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1870,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1870,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1871,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1871,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1871,British Columbia,BC,59,Population,2,linear,1,36000
1871,British Columbia,BC,59,Population,2,log,2,10.4912742174382
1871,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1871,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1871,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.62845055668236
1871,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.28880571326382
1871,British Columbia,BC,59,Employment,5,linear,1, 
1871,British Columbia,BC,59,Employment,5,log,2, 
1871,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1871,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1871,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1871,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1871,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1871,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1871,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1871,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1872,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1872,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1872,British Columbia,BC,59,Population,2,linear,1,37000
1872,British Columbia,BC,59,Population,2,log,2,10.5186731916264
1872,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1872,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1872,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.96450225229915
1872,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.37738031184698
1872,British Columbia,BC,59,Employment,5,linear,1, 
1872,British Columbia,BC,59,Employment,5,log,2, 
1872,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1872,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1872,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1872,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1872,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1872,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1872,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1872,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1873,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1873,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1873,British Columbia,BC,59,Population,2,linear,1,39000
1873,British Columbia,BC,59,Population,2,log,2,10.5713169251118
1873,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1873,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1873,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.93271373209165
1873,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.36932970465562
1873,British Columbia,BC,59,Employment,5,linear,1, 
1873,British Columbia,BC,59,Employment,5,log,2, 
1873,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1873,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1873,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1873,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1873,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1873,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1873,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1873,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1874,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1874,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1874,British Columbia,BC,59,Population,2,linear,1,40000
1874,British Columbia,BC,59,Population,2,log,2,10.5966347330961
1874,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1874,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1874,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.82826549339639
1874,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.34241182682741
1874,British Columbia,BC,59,Employment,5,linear,1, 
1874,British Columbia,BC,59,Employment,5,log,2, 
1874,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1874,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1874,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1874,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1874,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1874,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1874,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1874,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1875,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1875,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1875,British Columbia,BC,59,Population,2,linear,1,42000
1875,British Columbia,BC,59,Population,2,log,2,10.6454248972655
1875,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1875,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1875,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.66023907688985
1875,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.29752846683452
1875,British Columbia,BC,59,Employment,5,linear,1, 
1875,British Columbia,BC,59,Employment,5,log,2, 
1875,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1875,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1875,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1875,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1875,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1875,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1875,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1875,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1876,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1876,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1876,British Columbia,BC,59,Population,2,linear,1,43000
1876,British Columbia,BC,59,Population,2,log,2,10.6689553946757
1876,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1876,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1876,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.66023907688985
1876,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.29752846683452
1876,British Columbia,BC,59,Employment,5,linear,1, 
1876,British Columbia,BC,59,Employment,5,log,2, 
1876,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1876,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1876,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1876,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1876,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1876,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1876,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1876,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1877,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1877,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1877,British Columbia,BC,59,Population,2,linear,1,44000
1877,British Columbia,BC,59,Population,2,log,2,10.6919449129004
1877,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1877,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1877,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.5240023179871
1877,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.25959736584531
1877,British Columbia,BC,59,Employment,5,linear,1, 
1877,British Columbia,BC,59,Employment,5,log,2, 
1877,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1877,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1877,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1877,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1877,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1877,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1877,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
1877,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,log,2, 
1878,British Columbia,BC,59,Nominal GDP (Millions),1,linear,1, 
1878,British Columbia,BC,59,Nominal GDP (Millions),1,log,2, 
1878,British Columbia,BC,59,Population,2,linear,1,45000
1878,British Columbia,BC,59,Population,2,log,2,10.7144177687525
1878,British Columbia,BC,59,Provincial CPI (2020=100),3,linear,1, 
1878,British Columbia,BC,59,Provincial CPI (2020=100),3,log,2, 
1878,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,linear,1,3.45588365418665
1878,British Columbia,BC,59,Canada-Wide CPI (2020=100),4,log,2,1.24007818549859
1878,British Columbia,BC,59,Employment,5,linear,1, 
1878,British Columbia,BC,59,Employment,5,log,2, 
1878,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,linear,1, 
1878,British Columbia,BC,59,Real GDP Per Capita ($ 2020),6,log,2, 
1878,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,linear,1, 
1878,British Columbia,BC,59,Real GDP Per Worker ($ 2020),7,log,2, 
1878,British Columbia,BC,59,Nominal GDP Per Capita ($),8,linear,1, 
1878,British Columbia,BC,59,Nominal GDP Per Capita ($),8,log,2, 
1878,British Columbia,BC,59,"Real GDP (Millions, $ 2020)",9,linear,1, 
